kalimat;kategori
"Satuan Tugas (Satgas) Penanganan Covid-19 meminta agar pegawai gerai McDonald's yang melayani antrean saat promo BTS Meal dites virus corona. Penyemprotan disinfektan di gerai McDonald's juga perlu dilakukan.  Sebelumnya, terjadi kerumunan abai protokol kesehatan di sejumlah gerai McDonald's di berbagai daerah akibat promo BTS Meal. ""Perlu adanya upaya pencegahan yang dapat dilakukan misalnya melakukan disinfeksi secara rutin maupun bisa pula melakukan testing kepada pegawai di sana,"" kata Juru Bicara Satgas Penanganan Covid-19 Wiku Adisasmito saat dihubungi CNNIndonesia.com, Jumat (11/6). Apabila ada pegawai yang dinyatakan positif Covid-19 usai menjalani tes, Wiku mengimbau agar pelacakan kontak atau tracing lekas dilakukan. Dia mengatakan itu wajib dilakukan guna mendeteksi rantai penularan. ""Tracing dilakukan jika telah ditemukan kasus positif. Jika sudah ditemukan maka tracing wajib dilakukan,"" Wiku lalu menyayangkan manajemen McDonald's yang tidak mengantisipasi terjadi antrean panjang sebelum mengeluarkan promo BTS Meal. Pemerintah, lanjutnya, sudah melonggarkan sejumlah sektor agar perekonomian kembali bergerak ke arah yang positif. Namun disayangkan ketika ada yang memanfaatkan pelonggaran itu tetapi abai protokol kesehatan. ""Saya sangat menyayangkan kejadian ini karena pada prinsipnya pemerintah telah memberikan hak dalam membuka kembali beberapa sektor secara terkendali namun nyatanya hak ini malah disalahgunakan oleh pengelola bahkan sama sekali tidak menjalankan protokol kesehatan,"" kata dia. Wiku meminta antrean di McDonald's menjadi bahan evaluasi bersama antara pemerintah daerah, pelaku usaha, dan juga masyarakat. Ia mengingatkan bahwa hingga saat ini seluruh provinsi di Indonesia masih menjalankan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) Mikro. Sejauh ini, Polda Metro Jaya telah meminta pihak McD untuk menghilangkan paket BTS meal untuk sementara demi mencegah kerumunan massa. Namun, Polda belum memasukkan perkara ini ke ranah pidana dan masih mengedepankan upaya preventif. Polisi pun telah memanggil beberapa pengelola gerai McDonald's untuk diklarifikasi terkait kerumunan massa imbas promo BTS meal. Klarifikasi ini dilakukan oleh jajaran Polsek dan Polres di masing-masing wilayah.";2
"Koordinator Nasional Jaringan Advokasi Tambang (Jatam), Merah Johansyah Ismail meminta kepolisian mengusut tuntas kematian Wakil Bupati Sangihe, Helmud Hontong. Merah merasa janggal dengan kematian Helmud yang getol menolak izin tambang emas di wilayahnya. Helmud meninggal dunia dalam penerbangan Lion Air JT-740 rute Denpasar-Makassar. Ia diketahui tak bernyawa saat pesawat mendarat di Bandara Internasional Sultan Hasanuddin, Sulawesi Selatan, Rabu (9/6). ""Bagi kita ini juga misterius sekaligus janggal kematian beliau ini, karena perbincangan dan cerita-cerita semuanya menunjukan dia sehat-sehat aja awalnya, kondisi fisik baik, namun tiba-tiba meninggal,"" kata Merah kepada CNNIndonesia.com, Jumat (11/6). ""Jadi ini misterius dan juga janggal sehingga kita minta agar otoritas, dalam hal ini pemerintah dan juga penegak hukum, polisi untuk mengungkap penyebab kematian dari pak wabup ini,"" ujarnya. Merah mengatakan Helmud merupakan salah satu tokoh yang vokal menolak perpanjangan izin tambang emas di wilayahnya. Helmud pun sampai mengirim surat ke Kementerian Energi dan Sumber Daya Mineral (ESDM) terkait penolakan tambang tersebut. ""Makanya ini janggal kematiannya ini karena dia juga posisinya cukup vital dan dia berseberangan dengan bupati dan gubernur sendiri. Ini menjadi high profilekematian dia,"" katanya. Di sisi lain, Merah menjelaskan bahwa izin tambang di Sangihe berpotensi menabrak sejumlah aturan, antara lain Undang-Undang Nomor 1 Tahun 2014 tentang Pengelolaan Wilayah Pesisir dan Pulau-Pulau Kecil. Merah juga menyebut izin tambang emas itu juga bertabrakan dengan Peraturan Daerah tentang Renacana Tata Ruang Wilayah. Bahkan, banyak warga setempat yang juga memprotes soal izin tambang tersebut. ""Termasuk juga protes warga dan keluhan warga karena merasa tidak pernah dilibatkan dalam proses Amdal maupun proses kehadiran tambang ini, karena kan penolakannya sudah lama sebenarnya dan warga merasa tidak pernah dilibatkan,"" katanya. Dari informasi yang dihimpun, izin tambang emas di Sangihe dimiliki oleh PT Tambang Mas Sangihe. Perusahaan tersebut memiliki investor asal Kanada. Sebelumnya, Helmud Hontong meninggal dunia dalam penerbangan Lion Air JT-740 rute Denpasar-Makassar, pada Rabu (9/6). Pihak kepolisian menyatakan bahwa Helmud meninggal karena terkena serangan jantung. ""Beliau meninggal karena sakit serangan jantung,"" kata Kabid Humas Polda Sulawesi Selatan, Kombes E Zulfan saat dihubungi CNNIndonesia.com, Kamis (10/6).";2
"Ketua Umum PDI Perjuangan Megawati Soekarnoputri dan Menteri Pertahanan Prabowo Subianto tiba di Aula Merah Putih, Kompleks Universitas Pertahanan, Bogor, Jawa Barat jelang penganugerahan Profesor kehormatan dengan status Guru Besar Tidak Tetap oleh Universitas Pertahanan, Jumat (11/6). Berdasarkan pantauan CNNIndonesia.com, Megawati dan Prabowo hadir bersamaan di Aula Merah Putih pada pukul 13.10 WIB. Mega mengenakan kebaya merah sementara Prabowo hadir mengenakan jas dipadu peci hitam. Keduanya tak memberikan pernyataan apapun kepada pewarta yang sudah menunggunya tiba. Prabowo hanya memberikan gestur salam kepada para pewarta. Keduanya langsung memasuki Aula Utama Merah Putih. Prosesi penganugerahan profesor kehormatan bagi Megawati rencananya akan digelar pada pukul 13.30 WIB. Para pejabat dan menteri yang menjadi undangan turut hadir dalam acara tersebut, di antaranya Menteri Sosial Tri Rismaharini, Kepala BIN Budi Gunawan, Gubernur Jawa Barat Ridwan Kamil hingga Sekjen PDIP Hasto Kristianto. Selain itu juga terpantau Mendikbudristek Nadiem Makarim, Sekretaris Kabinet Pramono Anung, dan Kepala Staf TNI Angkatan Darat Jenderal Andhika Perkasa. Berdasarkan urutan acara, prosesi pemberian gelar bagi Megawati akan diawali dengan pembacaan Surat Keputusan Mendikbudristek. Setelah itu dilanjutkan dengan pembacaan riwayat hidup Megawati Soekarnoputri dan pemutaran video profil secara singkat. ""Ibu Megawati akan menyampaikan orasi ilmiah sebelum dikukuhkan,"" ucap Hasto.";2
"Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi (Kemendikbudristek) menyatakan dukungan atas pengukuhan Presiden RI Ke-5 Megawati Soekarnoputri untuk mendapat gelar profesor kehormatan dengan status guru besar tidak tetap oleh Universitas Pertahanan RI (Unhan). Direktur Jenderal Pendidikan Tinggi Kemendikbudristek Nizam mengatakan pihaknya telah menerima usulan dari dewan guru besar Unhan terkait keputusan tersebut. ""Setelah mempelajari usulan dari dewan guru besar Universitas Pertahanan dan melihat rekam jejak kepemimpinan dan prestasi Ibu Megawati Soekarnoputri, maka Kemendikbudristek menyampaikan dukungan dan ucapan selamat atas pelantikan Ibu Megawati Soekarnoputri sebagai Profesor dengan status dosen tidak tetap,"" katanya melalui keterangan tertulis, Jumat (11/6). Nizam berharap dengan pemberian gelar tersebut, Megawati dapat menginspirasi dan menjadi teladan bagi generasi muda atas kepemimpinannya. Pernyataan itu juga menyebut Undang-Undang Nomor 12 Tahun 2012 tentang Pendidikan Tinggi serta Permendikbud Nomor 40 Tahun 2012 tentang Pengangkatan Profesor/Guru Besar Tidak Tetap pada Perguruan Tinggi menyatakan ""seseorang yang memiliki keahlian dengan prestasi luar biasa dapat diangkat sebagai dosen tidak tetap dalam jabatan akademik tertentu pada perguruan tinggi."" ""Ketetapan mengenai pengangkatan tersebut dilakukan oleh pimpinan perguruan tinggi masing-masing setelah disetujui oleh Senat,"" lanjut siaran pers itu. Individu yang dapat diangkat menjadi profesor tidak tetap adalah seseorang yang memiliki prestasi luar biasa yang diakui secara internasional dan telah disetujui oleh senat. Sosok tersebut, lanjut Nizam, dapat berupa profesional, birokrat, entrepreneur, ataupun profesi lain. Ia menjelaskan langkah ini dimaksudkan agar pengetahuan yang dimiliki sosok tersebut dapat disampaikan kepada sivitas akademika. ""Hal ini dimaksudkan agar pengetahuan, serta pengalaman dan pengetahuan istimewa yang dimiliki sosok tersebut (tacit knowledge) dapat disampaikan kepada sivitas akademika untuk menjadi kajian dan penelitian formal dan bermanfaat bagi ilmu pengetahuan dan kemajuan bangsa,"" urainya. Diketahui, sidang senat terbuka pengukuhan Megawati digelar hari ini di Universitas Pertahanan. Megawati bakal menyandang gelar Prof. Dr. (H.C) di depan namanya setelah mengikuti pengukuhan.";2
"Juru bicara Satgas Penanganan Covid-19 Wiku Adisasmito menekankan keselamatan siswa harus menjadi prioritas saat  pembukaan pembelajaran tatap muka (PTM) terbatas di sekolah-sekolah pada Juli mendatang. ""Sesuai arahan presiden, PTM terbatas diikuti peserta sebanyak 25 persen dari total kapasitas ruang belajar, kegiatan pembelajaran tatap muka tidak boleh lebih dari 2 hari dalam seminggu dengan durasi maksimum 2 jam setiap pertemuan,"" kata Wiku saat memberikan keterangan pers, Rabu (9/6). ""Seluruh guru yang ikut dalam pembelajaran tatap muka juga harus sudah divaksin dan dipastikan tidak memiliki penyakit komorbid,"" tegasnya. Dia menekankan, upaya mengutamakan keselamatan para siswa atau peserta didik memiliki alasan kuat. Sebab data menunjukkan bahwa masyarakat usia sekolah yakni 6-18 tahun menyumbang 9,6 persen dari kasus positif nasional. Sementara 0,6 persen di antaranya menyumbang kasus kematian nasional. ""Maka dari itu, penting untuk diingat bahwa kesempatan pembukaan sektor pendidikan ini harus dijaga stabilitasnya secara hati-hati dan terbatas,"" jelasnya. Di samping itu, kata dia, pemerintah daerah juga diminta menekan laju penularan dan menurunkan angka kasus aktif di wilayahnya masing-masing. Wiku menegaskan, upaya menekan angka kasus aktif penting dilakukan, karena potensi lonjakan kasus pasca-lebaran masih mengancam. ""Sehingga munculnya lonjakan kasus di berbagai daerah harus diantisipasi terutama pada kegiatan masyarakat yang menimbulkan kerumunan dan meningkatkan potensi penularan,"" ujar Wiku. Dari hasil monitoring Satgas, Pulau Jawa sendiri menjadi kontributor terbesar kasus nasional yakni mencapai 52,4 persen dari kasus yang ada. Angka ini diprediksi masih akan meningkat dalam beberapa minggu ke depan. Satgas meminta pemerintah daerah bergotong-royong di wilayahnya masing-masing ataupun antar wilayah, sehingga kebijakan penanganan dapat efektif dan tepat sasaran dalam mencegah penularan antar masyarakat termasuk mencegah masuknya importasi kasus. Wiku menjelaskan untuk mengantisipasi lonjakan kasus, pemerintah melakukan upaya terbaiknya melalui langkah preventif hingga kuratif. Upaya ini dilakukan melalui peran strategis posko desa dan kelurahan. ""Peran posko penting dalam mencegah penularan di tataran mikro, sehingga tekanan terhadap fasilitas dan tenaga kesehatan dapat dihindari,"" jelasnya. Sementara itu untuk satgas di daerah, Wiku meminta adanya evaluasi skenario penanganan tingkat RT, termasuk mikro lockdown di RT yang wilayahnya masuk zona merah, agar kasus dapat dikendalikan dengan efektif. Satgas daerah juga diminta memaksimalkan upaya pencegahan di tingkat makro dengan mengevaluasi penerapan Pemberlakuan Pembatasan Kegiatan Masyarakat (PPKM) tingkat kabupaten/kota. Kemudian, menindak sektor-sektor yang melanggar Instruksi Mendagri No.12 Tahun 2021 tentang Perpanjangan PPKM Berbasis Mikro dan Mengoptimalkan Posko Penanganan Covid-19 di Tingkat Desa Dan Kelurahan Untuk Pengendalian Penyebaran Covid-19. Hal tak kalah penting adalah patuh pada protokol kesehatan 3M sebagaimana #ingatpesanibu.";2
"Kementerian Pertahanan (Kemenhan) menyebut mendekati 10 ribu orang yang mendaftar Komponen Cadangan (Komcad) di Pulau Jawa hingga pendaftaran ditutup, Senin (7/6).
Juru Bicara Menteri Pertahanan Dahnil Anzar Simanjuntak menyebut jumlah pendaftar itu sebagai bentuk antusiasme masyarakat. Pasalnya, Kemenhan hanya menerima 2.500 orang untuk tahap pertama.
""Sampai ditutup pendaftaran Komponen Cadangan di Pulau Jawa, pada tanggal 7 Juni yang lalu, jumlah pendaftar sangat antusias, sampai ditutup jumlah pendaftar baik online maupun offline mendekati 10 ribu orang,"" kata Dahnil lewat keterangan tertulis, Jumat (11/6). ""Antusiasme ini menunjukkan semangat anak bangsa untuk berkontribusi terhadap pertahanan negara,"" klaimnya. Dahnil menyampaikan para pendaftar akan lanjut ke tahap seleksi kompetensi. Seleksi akan digelar di sejumlah Resimen Induk Daerah Militer (Rindam) di Pulau Jawa pada 7-17 Juni. Seleksi itu akan menentukan orang-orang yang akan menjalani pelatihan Komcad. Hanya seperempat dari pendaftar yang bakal ikut pelatihan selama tiga bulan. ""Yang terpilih, masuk tahap Latsarmil (Pelatihan Dasar Militer) selama tiga bulan, sebanyak 2.500 orang mulai 21 Juni sampai dengan 21 September,"" ucap Dahnil.n Mantan Ketua PP Pemuda Muhammadiyah itu berkata orang-orang yang telah mengikuti pelatihan Komcad akan membantu tugas TNI. ""Setelah itu akan ditetapkan sebagai anggota Komcad guna memperkuat kekuatan dan kemampuan TNI kita untuk pertahanan negara,"" ujarnya. Pemerintah merekrut warga warga negara berusia 18-35 tahun untuk menjadi tentara cadangan. Program ini ditargetkan menghasilkan 25 ribu orang warga sipil yang siap menjadi tentara cadangan. Dasar hukumnya adalah Undang-Undang Nomor 23 Tahun 2019 tentang Pengelolaan Sumber Daya Nasional (PSDN) dan Peraturan Pemerintah (PP) Nomor 3 Tahun 2021. Sejumlah pasal dalam UU tersebut kemudian digugat oleh Koalisi masyarakat sipil yang tergabung dalam Tim Advokasi untuk Reformasi Sektor Keamanan ke Mahkamah Konstitusi (MK), Senin (31/5). Pemohon menganggap sejumlah substansi bertentangan dengan hukum dan HAM. Misalnya, Pasal 4 UU PSDN soal ruang lingkup ancaman yang meliputi ancaman militer, ancaman non militer, dan ancaman hibrida. Koalisi menyebut rentan digunakan untuk menghadapi kelompok masyarakat dengan dalih ancaman bahaya komunisme, terorisme, dan konflik dalam negeri. ""Hal itu dapat berpotensi menimbulkan terjadinya konflik horizontal di masyarakat,"" demikian keterangan koalisi.";2
"Sebagai bentuk kepedulian kepada golongan lanjut usia (lansia) sekaligus mempercepat tercapainya herd immunity, Dinas Kesehatan Kota Banda Aceh menyelenggarakan sentra vaksinasi khusus lansia untuk pertama kalinya. Vaksinasi ini digelar Dinkes Kota Banda Aceh bersama UNICEF, KPCPEN, dan Kemkominfo dengan dukungan Pemerintah Provinsi Aceh, Setidaknya 16.000 lansia menjadi target vaksinasi Dinas Kesehatan Kota Banda Aceh yang mencakup 9 kecamatan. Gebyar vaksinasi lansia merupakan langkah awal untuk pembukaan pos/sentra vaksinasi di tingkat desa. Kegiatan Gebyar Vaksinasi Lansia di Aceh ini akan berlangsung selama Bulan Juni 2021. Acara ini diselenggarakan di PLTD Apung dengan dibuka oleh Wakil Walikota Banda Aceh, Zainial Arifinalam dan dihadiri oleh Ketua TP-PKK Aceh sekaligus Wakil Ketua Satgas Covid-19 Aceh Dyah Erti Idawati. Wakil Wali Kota Banda Aceh, Zainal Arifinalam dalam sambutannya menyatakan bahwa laju pertambahan kasus Covid-19 harus dihentikan. Vaksinasi merupakan salah satu ikhtiar untuk menekan peningkatan kasus Covid-19. Sebagai penyintas Covid-19, Zainal berharap masyarakat mau divaksinasi untuk menurunkan angka kesakitan dan kematian akibat Covid-19. Dalam kesempatan itu, Epidemiologis Dinkes Banda Aceh dr Media Yulizar MPH mengatakan, sasaran vaksinasi pada lansia di Aceh telah sesuai dengan tahapan prioritas vaksinasi yang telah ditetapkan. Lebih dari 80 persen kasus meninggal dunia akibat Covid-19 di Banda Aceh adalah pasien berusia di atas 50 tahun. Cakupan vaksinasi lansia Covid-19 di Banda Aceh sendiri saat ini berkisar sekitar 5 persen. ""Angka cakupan vaksinasi bagi masyarakat Aceh khususnya bagi lansia pun diharapkan dapat meningkat dengan adanya kegiatan ini, agar masyarakat terhindar dari risiko gejala berat, rawat ICU, atau kematian akibat Covid-19,"" kata dr Media. Untuk itu, lanjutnya, puskesmas akan melakukan ""jemput bola"" dengan membuka pos vaksinasi di tingkat desa dengan bekerja sama dengan muspika dan aparatur desa. Kegiatan Gebyar Vaksinasi juga tetap dilaksanakan dengan menerapkan protokol kesehatan yang ketat untuk mencegah penularan di lokasi vaksinasi. ""Tujuan acara ini adalah untuk meningkatkan cakupan imunisasi pada lansia. Harapannya adalah dapat menurunkan jumlah kematian karena Covid pada lansia dan pra lansia,"" ujar dr Media. Sementara itu, Muhar (71) asal Banda Aceh salah satu peserta Gebyar Vaksinasi Lansia bercerita keikutsertaannya dalam program ini untuk menjaga kesehatan dan memperkuat daya tahan tubuhnya dari penyakit Covid-19. ""Kita sebagai warga harus ikut mengantisipasi penyebaran Covid-19. Anak saya pun mendorong agar saya divaksinasi karena memang tidak perlu khawatir. Saya juga sudah konsultasi kepada dokter spesialis karena ada hipertensi, syukur hipertensi saya stabil dan ginjal saya aman sehingga boleh divaksinasi,"" terangnya.";2
"Presiden Joko Widodo meninjau vaksinasi Covid-19 di Pelabuhan Tanjung Mas, Semarang didampingi Gubernur Jawa Tengah Ganjar Pranowo. Jokowi tampil kasual dengan mengenakan jaket merah, sedangkan Ganjar tampil formal dengan kemeja batik warna hitam.  Keduanya sempat menyaksikan penyuntikan vaksin kepada beberapa warga. Presiden pun menghampiri awak media setelah peninjauan. Dia berkata vaksinasi di Semarang ini bagian dari percepatan vaksinasi yang sedang digenjot pemerintah. ""Siang hari ini, kita melakukan vaksinasi sebanyak 1.000 orang yang kita targetkan nanti satu minggu ini 4.000,"" kata Jokowi disiarkan kanal Youtube, Jumat (11/6). Mantan wali kota Solo itu juga sempat berkeliling menyapa para peserta vaksinasi. Ganjar hampir selalu berada di sisi Jokowi dalam kegiatan itu. Vaksinasi di Pelabuhan Tanjung Mas, Semarang, diprioritaskan bagi para pekerja pelabuhan. Jokowi menyebut penyuntikan vaksin sebagai upaya melindungi para pekerja yang rentan terpapar Covid-19. Mantab Wali Kota Solo itu berharap kegiatan serupa bisa digelar di daerah lain. Jokowi juga berharap vaksinasi bisa segera dituntaskan. ""Kita harapkan segera terjadi kekebalan komunal, herd immunity,dan kita berharap semuanya penyebaran Covid-19 bisa kita hambat dan kita hilangkan,"" ujarnya. Jokowi melakukan sejumlah kunjungan kerja guna memantau percepatan vaksinasi Covid-19 di sejumlah daerah. Rabu (9/6), ia meninjau vaksinasi di Depok, didampingi Gubernur Jawa Barat Ridwan Kamil. Keesokan harinya, dia meninjau tiga lokasi vaksinasi di DKI Jakarta. Gubernur DKI Jakarta Anies Baswedan mendampingi Jokowi dalam kesempatan tersebut.";2
"Perkembangan kasus Covid-19 pasca libur lebaran 2021 telah diprediksi sebelumnya. Beberapa wilayah seperti Kudus dan  Bangkalanmelaporkan kejadian luar biasa kasus Covid-19 yang mengakibatkan ruangan isolasi dan intensif di rumah sakit di dua daerah tersebut penuh. Pemerintah dalam hal ini Kementerian Kesehatan bergerak cepat mendukung fasilitas kesehatan dan tenaga kesehatan di dua daerah tersebut untuk menekan lonjakan kasus. Wakil Menteri Kesehatan dr. Dante Saksono Harbuwono mengatakan, ada beberapa tindakan yang harus dilakukan dan dibedakan. Untuk daerah-daerah dengan kondisi lonjakan kasusnya tinggi, Kemenkes memberikan dukungan fasilitas kesehatan seperti bantuan tempat tidur, alat-alat medis, termasuk mendukung persediaan obat-obatan dan menambah alokasi tenaga kesehatan. ""Kemenkes juga melakukan mitigasi dan evaluasi dalam rangka membantu manajemen pelayanan kesehatan bagi daerah-daerah yang mengalami lonjakan kasus tinggi tersebut,"" ungkapnya dalam Dialog Produktif yang diselenggarakan KPCPEN dan ditayangkan di FMB9ID_IKP, Kamis (10/6). PPKM Mikro yang menjadi langkah antisipasi hingga level RT/RW juga diperketat di daerah daerah yang belum mengalami lonjakan kasus tinggi. ""PPKM Mikro akan terus kita lanjutkan di 34 Provinsi, sampai kondisi waspada ini kita lampaui dan terbukti mampu menurunkan kasus Covid-19,"" terang dr. Dante. Pada kesempatan yang sama Bupati Kudus HM Hartopo juga melaporkan kondisi Kudus saat ini agak melandai kasusnya. ""Memang masih ditemui permasalahan seperti perlunya tambahan SDM kesehatan, fasilitas, dan obat-obatan. Maka dari itu, kita mulai mengalokasikan anggaran untuk memenuhinya, sehingga di minggu depan kita bisa maksimalkan pusat-pusat isolasi mandiri warga di Kudus,"" jelasnya. Peninjauan langsung yang dilakukan Menteri Kesehatan ke Kudus beberapa waktu lalu juga turut mendorong vaksinasi di Kudus dengan mengalokasikan vaksin Covid-19 sebanyak 50 ribu dosis untuk mempercepat vaksinasi di daerah tersebut. ""Sehingga saat ini kita melakukan vaksinasi dengan gencar-gencarnya di Kudus,"" terang HM Hartopo. HM Hartopo mengakui kejadian di Kudus di luar prediksinya dan jajarannya karena selama Kudus melaksanakan vaksinasi sebelum lebaran, hanya ada 60 kasus Covid-19 dan semuanya tanpa gejala. Peningkatan yang terjadi diduga akibat adanya pergerakan pemudik ke Kudus saat lebaran 2021 lalu. ""Evaluasi dari Pemerintah Kabupaten Kudus terhadap kejadian ini adalah menutup semua akses keluar-masuk Kadus. Apabila keperluan masyarakat tidak terlalu penting, maka warga yang ingin masuk Kudus diminta putar balik,"" terangnya. Kementerian kesehatan sendiri sudah memiliki permodelan untuk memprediksi puncak lonjakan kasus Covid-19 pasca lebaran. ""Tingkat kasus kira-kira akan berlangsung selama 6-7 minggu dari puncak mobilisasi. Dengan penerapan PPKM Mikro dan keterlibatan masyarakat secara luas, kita bisa menekan penularan ini,"" tambah dr. Dante. Dr. Dante juga mengimbau apabila ada liburan panjang lagi, masyarakat bisa menahan diri dari melakukan perjalanan. ""Apa yang terjadi adalah tanggung jawab kita bersama. Apa yang terjadi di Kudus tidak hanya tanggung jawab pemerintah daerah Kudus, tapi juga tanggung jawab secara nasional untuk memberikan kontribusi yang efektif,"" tegasnya. Selain di Kudus, Kabupaten Bangkalan, Madura, Jawa Timur juga menjadi sorotan nasional karena jumlah keterisian rumah sakit terus bertambah. Di RSUD Bangkalan saat ini, dari 150 tempat tidur yang sudah terisi 105. ""Itu sekitar 70 persen jumlah keterisiannya. Kejadian ini bermula 2 minggu pasca lebaran. Puncaknya terjadi pada Jumat dan Sabtu lalu, dengan rata
rata pasien yang datang ke RSUD bergejala cukup buruk,"" terang Kepala RSUD Bangkalan dr. Nunuk Kristianti. Tidak sampai di situ, tenaga kesehatan dan tenaga pendukung di RSUD Bangkalan juga sampai tertular Covid-19. ""Yang terinfeksi hingga mencapai 20 orang, 10 orang tenaga kesehatan dan sisanya tenaga administrasi,"" terang dr. Nunuk lebih lanjut. Di Bangkalan, Kemenkes juga bergerak cepat dengan memberikan dukungan peralatan dan fasilitas kesehatan. Selain itu, rumah sakit di Surabaya juga disiapkan untuk menjadi rumah sakit penyangga bagi pasien rujukan Covid-19 dari Bangkalan, Madura. ""Saya mengimbau kepada masyarakat agar mengenali gejala Covid-19. Masyarakat diharapkan agar tidak malu memeriksakan diri dan bekerja sama dalam melaksanakan testing agar turut menekan lonjakan kasus Covid-19,"" imbau dr. Nunuk.";2
"Ketua Dewan Direksi Indonesia Investment Authority (INA) Ridha Wirakusumah membeberkan sejumlah sektor yang menarik dan menjanjikan imbal hasil (return) optimal bagi investor pascapandemi covid-19. Dua di antaranya adalah sektor infrastruktur yang penting untuk menunjang logistik tanah air serta layanan digital. ""Infrastruktur yang mencakup airport, seaport, jalan tol. Kemudian digital infrastruktur yang juga mencakup digital services & platform,"" ujarnya dalam diskusi virtual yang digelar Lembaga Pengembangan Perbankan Indonesia (LPPI), Kamis (10/6). Menurut Ridha, sektor infrastruktur akan sangat dibutuhkan untuk menunjang bisnis logistik yang berkembang pesat pascapandemi covid-19. Terlebih jika melihat pertumbuhan dan potensi multiplier effect dari jalan tol, kargo, dan port container. ""Misalnya di Bandara Soekarno-Hatta, saya melihat kita adalah negara dengan market kargo tumbuh tinggi dan punya volume yang besar tapi masih manual, masih moving pakai tangan, yang tentunya agak memalukan. Tapi bagi investor, tentunya ini peluang,"" ujarnya. Sementara di sektor digital, meski terjadi perlambatan secara global, ekonomi digital di Indonesia diprediksi akan terus melaju dengan cepat dan diperkirakan akan tumbuh rata-rata sebesar 23 persen per tahun, dari US$44 miliar pada 2020 menjadi US$124 miliar pada tahun 2025. Infrastruktur digital sebagai tulang punggung layanan telekomunikasi siap untuk tumbuh secara eksponensial mengingat pertumbuhan permintaan data dan digitalisasi yang menjanjikan di Indonesia. ""Kami juga melihat potensi dari digital services, terutama berkaitan cyber securitydan data management. Sementara untuk platform, bukan tidak mungkin kami akan berinvestasi ke unicorn kita yang sudah membuktikan keberlanjutan bisnisnya,"" imbuhnya. Selain dua sektor tersebut, ada pula sektor kesehatan yang masih butuh gelontoran pendanaan cukup besar. ""Indikatornya, dibandingkan semua negara tetangga, Indonesia memiliki persentase tempat tidur per 10.000 penduduk, paling rendah,"" pungkasnya.";3
